id,x,y,lane
0,4.585165010891319,52.36617100155285,4
0,8.39230843982636,52.93228791144497,4
0,9.22486753569087,50.99574235573707,4
0,11.46342459426953,47.14214750643927,4
0,15.415455171750672,50.746214120409974,4
0,20.66701770507021,54.89248977438185,4
0,25.48279516815153,53.67406084258887,4
0,25.29231797395024,51.42074517637003,4
0,33.56161725709149,50.974900271848824,4
0,35.97137612657253,51.332055574958474,4
0,37.825802397099494,50.43629146567749,4
0,45.63420744993588,51.984488095444135,4
0,46.90657263658545,49.44300557897457,4
0,52.00476606136766,50.503477936855404,4
0,55.15812711391812,50.83864296202162,4
0,55.725459768693035,52.78323989805623,4
0,61.768562180481105,51.41660356054661,4
0,64.74936921924899,49.92976786820428,4
1,6.420248631382169,40.92411891033071,3
1,8.809477927407537,39.52349817535491,3
1,10.59266256257686,37.668830775481595,3
1,17.526664887518066,39.09217693794272,3
1,20.67843863956001,36.16471950014379,3
1,24.669350669560185,41.557697331267505,3
1,31.2054715223384,39.435805621566814,3
1,33.75242100963455,38.910131644260005,3
1,33.83812634163572,39.540832983793905,3
1,38.804332685300864,37.78681386529364,3
1,45.420616155075535,39.44302681942187,3
1,48.108708355163934,39.67247917285107,3
1,52.46111106900773,42.36494430596615,3
1,54.655797863428624,40.28148152529613,3
1,61.25532732830831,37.60194226349995,3
1,67.08224013581642,39.00042841294967,3
2,63.60476551528532,98.01232087427252,7
2,61.119085676449984,98.24375045842012,7
2,62.449608133259865,96.82087853861121,7
2,57.05414612110369,97.66628312381317,7
2,54.01183902402164,95.1238002995928,7
2,50.3938406512474,96.91542455518481,7
2,44.545352893387516,98.13287754555702,7
2,42.48723891430859,96.37153566240987,7
2,40.08799164163605,98.40042741258115,7
2,36.21301096142369,95.88958172893615,7
2,32.96335558923746,98.8354484263264,7
2,32.94420681644484,95.57276487003284,7
2,23.123973820164803,100.83754966422065,7
2,25.21212013187339,97.22681757724123,7
2,20.197887508952906,97.2844291346869,7
2,18.47291649771357,98.29691024353532,7
2,16.83434527167743,96.5342760760897,7
2,10.630438542921542,97.31879322616616,7
2,7.143775585261111,97.72075901391774,7
2,5.7101855195340985,96.6945939892267,7
3,2.2215925021793543,50.76738181726698,4
3,9.35295822433688,51.96580272272287,4
3,12.014753071202344,48.78353319798603,4
3,17.02609906221336,50.254175643711676,4
3,17.522209307654904,48.8507887576061,4
3,18.18807747654646,50.80775909735776,4
3,24.259103296975432,51.13787736091924,4
3,26.895205057935886,52.78679994326943,4
3,29.78138748223641,51.627099663171926,4
3,31.855640080644175,52.83712800981901,4
3,34.57498385351402,54.622947692838665,4
3,36.73886375141783,52.97983272931642,4
3,40.466701094571974,49.695686201967185,4
3,44.92900992128551,52.30782262490334,4
3,46.989158105783005,49.90288976735331,4
3,54.956322134802996,50.70817549807893,4
3,54.67452771586351,50.040342215827536,4
3,57.712003509335894,51.617952777851215,4
3,61.61590729565206,51.10810628990088,4
3,67.55118690143928,49.91095695986784,4
4,5.687540024652375,37.92605178174002,3
4,6.296093876240806,38.71748702058918,3
4,14.457750210140848,40.158862250564276,3
4,11.577810525659473,40.94627468213842,3
4,15.979925520707678,39.715934091675074,3
4,22.84289758614234,36.04949028838853,3
4,24.722799391787937,39.46278938036572,3
4,32.55408700097354,37.390274914424296,3
4,38.36330242958334,36.785564703892945,3
4,35.39407836046243,37.730426153019955,3
4,46.51963346046479,37.72810877213941,3
4,43.97772515402656,40.77833610584093,3
4,48.71049724342619,38.62998050743086,3
4,51.6448599690531,39.722960332040365,3
4,56.33055493630392,38.06201033049391,3
4,62.5619859378369,37.673755033714954,3
4,67.07860919258651,38.421042719896576,3
5,5.896060595078664,11.199212415782544,1
5,10.16242812262827,11.431587788204723,1
5,14.713214787873074,14.480586254873618,1
5,16.467473530260992,14.08359398965279,1
5,20.165059737255106,14.387712500363541,1
5,24.588387750585312,12.876583294703922,1
5,28.651354017000422,15.340683672058871,1
5,33.435154129138425,15.311960977486446,1
5,40.3685893663277,13.92042258328972,1
5,41.23905657707236,16.136642646321366,1
5,46.30133490280762,12.53529687588425,1
5,53.16012169253226,13.414780457715604,1
5,52.32155026146046,14.622507313684052,1
5,58.460225521236595,13.052339052234553,1
5,61.58793809405071,16.8498824900261,1
5,63.30178227431858,17.241936975935086,1
6,63.63533660200493,98.45891299125205,7
6,60.757784332770214,99.01429104704015,7
6,60.061713435073194,95.8119994404595,7
6,53.93950431971067,99.74103972455195,7
6,47.861359646780315,99.17770031896228,7
6,49.72231405181195,97.70249063685704,7
6,46.65852610698289,96.30454191530154,7
6,38.982417514849686,96.03848553890121,7
6,35.114379489482424,95.11857067408478,7
6,33.009016194468856,95.51270502477588,7
6,30.18817088395741,96.56561512285657,7
6,26.07063817974761,94.50840347644237,7
6,22.10882320049881,95.89835666070532,7
6,17.45230750266592,95.04379247524368,7
6,13.868438740850888,97.73829866347828,7
6,9.599065429782598,95.26588303377899,7
6,3.638337111029797,94.633237956663,7
6,3.1452217266671934,96.88089346310883,7
7,3.892141615647671,15.414792262340498,1
7,10.394128305097217,15.591768355941406,1
7,9.427143821231144,14.852167421763593,1
7,14.985196367957421,15.264674821253085,1
7,13.918470194843731,12.243218363451383,1
7,24.20721426589851,12.74656330740065,1
7,27.38235250241549,16.228795754926534,1
7,31.591480162199446,14.648148349800772,1
7,31.187467779313952,12.5526031681377,1
7,36.62904624055039,14.523091921145289,1
7,40.45763832889179,13.805566965002672,1
7,40.28947578553059,16.036200263360023,1
7,43.79041320714794,14.936984826965206,1
7,49.561645443261966,15.486061832178175,1
7,57.114598016661546,15.759684550769675,1
7,62.21391556563135,13.457115671205916,1
7,61.804155016388826,15.149139523757954,1
7,61.589545108555846,14.825474145163405,1
8,4.526712989954548,37.94858850750872,3
8,8.81872664667917,39.75772858687989,3
8,11.773299742821703,39.36994131736371,3
8,15.52930268915863,42.75954885440689,3
8,16.909808487604884,41.23361067788994,3
8,25.224078163481053,37.37529822334301,3
8,28.1437465905495,38.41679697549485,3
8,32.41393062208912,39.437040380195185,3
8,33.06426686822228,39.096585486563924,3
8,40.2399573352858,36.18530244961424,3
8,48.341712655875696,40.06132302882151,3
8,46.66895129471845,40.748637724741386,3
8,55.02842686315185,41.20908182334296,3
8,52.55879546706648,39.801121034684314,3
8,62.42319556185447,38.1072384333113,3
8,67.82659059547862,40.34300434157255,3
9,65.20695718483242,109.50930607165446,8
9,61.951201710466705,109.24847820009445,8
9,59.54530164526155,106.41318918832644,8
9,56.29032472542696,108.95563459021068,8
9,50.639930386952585,109.40228566359079,8
9,48.09320163302416,107.72985080763735,8
9,42.3968555611183,108.29105146058015,8
9,38.645386246233016,106.84603518730987,8
9,35.370456573487466,109.01987458871649,8
9,29.978631894477672,108.90068531409082,8
9,26.468848715825626,110.2709583409788,8
9,19.493292947752604,109.70500174411958,8
9,14.535993574152803,106.8185210337721,8
9,15.286677178336959,110.65288557448484,8
9,11.00377787756195,108.5428989666805,8
9,5.075925718860135,111.27666834443843,8
10,7.810463685478645,27.33076763589819,2
10,10.675498468950336,26.25626505509889,2
10,8.354333892078868,27.443026100675095,2
10,16.418605911280498,27.536589736754298,2
10,21.680776879607834,24.678784083802345,2
10,21.456234753250687,25.18236308721673,2
10,31.993308613425313,30.27524090713559,2
10,32.50778324262156,27.94010946305294,2
10,33.725483057508086,27.285808030410077,2
10,38.13698207522593,25.541215688874942,2
10,42.1499549944569,26.167415299974394,2
10,45.90813944197263,28.554063771754524,2
10,53.46190013339298,26.412945110127552,2
10,52.46732054269804,28.045300155750084,2
10,57.8309749121469,26.685857668351225,2
10,62.1794339108597,26.334653637276848,2
10,62.88584431041362,28.383994118437887,2
11,6.191552515088648,49.47118745197695,4
11,8.834336610221527,52.19714967936198,4
11,12.774365764882079,49.70762225311924,4
11,15.690331805223321,52.30180479500171,4
11,17.761110833002732,49.3599382371693,4
11,23.076461209719437,50.38760346662206,4
11,26.177362084705713,49.743688884936596,4
11,27.191613304153428,50.11562408569921,4
11,34.406265509712505,52.963485752299974,4
11,37.47867862484684,54.61997760994654,4
11,39.831949294799415,50.15596926686058,4
11,45.0165438258844,48.58428610964198,4
11,45.59345869678905,51.531676074870695,4
11,52.95642128146531,52.005129010161895,4
11,53.62920349709546,50.046499135629034,4
11,59.33971815479378,49.788937615178014,4
11,62.727848558145936,51.34746219324745,4
11,65.04406999797119,52.80623299019737,4
12,68.96842392744857,77.6636972421092,5
12,59.968458645438155,71.70240593566137,5
12,57.561595843558614,73.93117837246794,5
12,55.155627841306305,71.63991628630755,5
12,48.337984263930636,72.74623016049709,5
12,45.39047250330231,73.03459774645098,5
12,39.81695093763103,71.08482884693024,5
12,37.0534676458246,74.04429856687776,5
12,32.705388486458375,71.88444252935123,5
12,27.306389234288638,69.70586254032204,5
12,27.125239500365733,73.45491874710132,5
12,22.81574271439552,74.53910773081,5
12,17.129786062708778,74.96787242777175,5
12,12.234776878450637,72.0674865513054,5
12,7.096099221100617,71.8328494165191,5
12,5.109853939970464,74.97065541896704,5
13,9.892870177136949,38.553157923678526,3
13,6.810945788169732,35.2280724181225,3
13,13.528472509676496,38.71402695158882,3
13,15.153394134870824,39.10189403386544,3
13,20.336897627447428,40.27094287044641,3
13,22.26773122016143,39.68682410539822,3
13,32.254712204261494,35.92177704926534,3
13,38.14636210540953,40.32337423544857,3
13,38.92771202613989,37.78542561275218,3
13,43.61380639967847,37.535305897510106,3
13,47.580725839546226,37.4444014478953,3
13,50.191199090701254,40.84925359078511,3
13,56.87374909724991,37.58126394385027,3
13,60.21451644862687,40.14993430593072,3
13,67.33379785331591,35.210037043792354,3
14,4.715909826619521,49.486240833511246,4
14,10.262894468635352,50.980681159020136,4
14,10.3143746305488,49.979393496010935,4
14,13.16253909213773,49.95157768568823,4
14,19.092225850904175,49.51391469702007,4
14,22.023884861250643,50.265432365965864,4
14,25.880297629423453,51.14681012176958,4
14,26.886926443693866,51.55562312252973,4
14,28.52092508420457,50.106651041136494,4
14,35.33500609195202,50.58768673906803,4
14,35.87492397905182,49.04175457583649,4
14,45.22101895310914,51.26722178139358,4
14,44.8945213439469,50.26733059967295,4
14,48.1075236132591,53.18193473449545,4
14,51.11347576188572,53.91841118871436,4
14,57.39379745343243,51.38608295668403,4
14,59.98989533756235,50.50425185460201,4
14,62.5433216712548,49.75244356309918,4
14,64.6999160300937,50.32813343849698,4
15,66.23107769742775,96.39962647563941,7
15,60.14908255024596,97.66360734897995,7
15,58.557173801326854,96.32778322063571,7
15,56.00072465143751,99.64118434011658,7
15,48.898992997137974,98.46512893854229,7
15,46.317360867176454,95.43254099452,7
15,42.06406684527155,95.7987598578806,7
15,39.03662247031237,97.49697129129359,7
15,33.36397718564048,96.90427573497396,7
15,30.048831498041555,97.38850531016811,7
15,22.46426811758746,96.78372620783541,7
15,22.21980967293001,95.59931153043304,7
15,17.149253097235587,96.00856517556481,7
15,14.748884780106142,96.97709085448359,7
15,5.8107356605158165,97.46528870335594,7
15,6.9160691112546875,97.55410068217265,7
16,3.430399699036193,12.91291648265025,1
16,6.759471311515515,15.494471698923563,1
16,14.904738543514117,15.897816719987496,1
16,15.071878447073567,15.220763097053503,1
16,19.541732213451088,14.8478415139444,1
16,25.218527110402757,11.047528736669992,1
16,27.737156705419363,15.042080121135022,1
16,36.11708591599188,13.685534810665965,1
16,38.73100570278298,14.601783828130731,1
16,40.98405905172413,14.508633134534952,1
16,46.080272494384126,13.262628770374526,1
16,50.169816990348146,15.870079815978166,1
16,56.28533613969818,15.359633590834578,1
16,55.88510384512532,14.473672622427133,1
16,63.61130197776171,16.33814772543514,1
17,3.7810733418097255,27.847436321371173,2
17,10.74021503486934,26.423274658601716,2
17,13.074360535970015,26.041810636564882,2
17,18.51450872938717,25.658068684377742,2
17,22.712905233605195,26.376267356382822,2
17,23.166082783519908,28.70364881858059,2
17,30.701588181217677,26.30187901723634,2
17,30.7875681921683,26.058613669237335,2
17,36.50065484585472,26.83846142141594,2
17,36.22295804458604,29.308622674929097,2
17,40.4694257416318,27.877099602667492,2
17,45.874077453875216,25.38387051341021,2
17,48.34916962655145,28.619541279887784,2
17,55.05807489347189,27.851180057257253,2
17,56.728085774509765,28.433966652426385,2
17,59.00103914765701,27.34176548175775,2
17,65.75759280956142,26.905663258451565,2
18,5.101787899966968,13.796698830234346,1
18,9.62313561337424,13.553148603273097,1
18,12.681759901099204,15.697767389952379,1
18,16.79415436616821,14.511861715448198,1
18,21.832017248574296,13.823733477264714,1
18,25.56481149963758,15.140060607184548,1
18,30.906771704959453,14.927661860897356,1
18,36.11769999535212,14.408382198479694,1
18,39.326452060838946,13.172788491438862,1
18,45.34572124842809,16.03869226644044,1
18,47.351414544479404,15.229705313854204,1
18,54.68111883316046,15.95321092580091,1
18,54.37281913422274,17.001085468366785,1
18,60.94772742658693,13.139457031246998,1
18,62.30040194312721,15.401013156703065,1
19,60.887615649973135,110.87348848454369,8
19,57.97759011501423,109.62904188534019,8
19,58.06682759297299,110.02085191536707,8
19,50.43465105268781,108.18432384722705,8
19,49.25199040410288,106.79177441375953,8
19,45.58977700146718,106.89750288654561,8
19,37.492607826451405,110.559797099349,8
19,34.47897439228081,107.8181033013925,8
19,31.491719946328974,108.96966333985542,8
19,22.784062445401258,107.8834977977406,8
19,22.936297273709638,109.24977871759496,8
19,17.519118189865203,110.55758980658861,8
19,15.598344324104827,107.75179772112655,8
19,10.059768928765907,108.63925325169602,8
19,4.969515743255301,105.87565830716646,8
20,67.89388575204076,87.87581783174366,6
20,60.07335273229613,86.28828152268964,6
20,60.119584271065015,84.05009349027323,6
20,53.25575237302315,84.45545416176247,6
20,48.802010757606304,85.34980276625541,6
20,48.208519081663326,87.32691175243015,6
20,40.809763965051054,84.38420183023344,6
20,39.072464878878584,84.36079931651774,6
20,36.111683417097055,83.7668563372562,6
20,36.749327001174024,86.93567383097603,6
20,28.706458800709783,85.1239318618572,6
20,25.509233354460708,84.78259310097665,6
20,24.87435523012139,84.47608031368775,6
20,19.24034283065966,85.5419980626875,6
20,18.226112881280606,84.13210304187429,6
20,9.848494370094256,85.4780369415436,6
20,10.001505503404031,86.11709736635653,6
20,7.540367572895617,85.85471018552639,6
21,70.86322672934243,96.6480373051301,7
21,62.600719745389085,93.95030088548351,7
21,59.08234032908605,98.06953004955254,7
21,54.92460399838858,96.94251209831943,7
21,52.4169034122437,98.51348447279157,7
21,49.50783553162303,93.23736066934309,7
21,44.06755959914986,98.74297218260548,7
21,39.36683549274772,99.15210009498723,7
21,38.39992709035999,96.78934432789114,7
21,31.360331340569875,96.14709118870812,7
21,30.01728610306618,99.06292254544988,7
21,25.445716263256237,93.7205181090288,7
21,22.375986502076913,95.36563823783446,7
21,19.686684710027468,95.88061006343906,7
21,15.682259724202865,96.41219320716499,7
21,9.684958080994177,94.51740870505408,7
21,8.212326017551701,98.64213790085101,7
21,4.241042893519976,99.56115535566535,7
22,6.030089944211011,14.990494743133533,1
22,7.69601768705041,15.096558350109923,1
22,13.028094573231243,14.747480584412221,1
22,19.425889634829957,13.557413412257175,1
22,23.821788573738473,14.958049630235983,1
22,25.173056126548367,12.687024362517995,1
22,34.09069875033629,14.762393545741043,1
22,32.828473919875236,15.136710680397389,1
22,39.57365816994936,15.50491817695424,1
22,41.49532152384776,16.378546482657157,1
22,44.33595005701776,13.242793770898873,1
22,52.68836247911673,13.18047426639857,1
22,53.574171982446565,18.024166564505908,1
22,56.46152011577719,19.056293492242915,1
22,60.63556268993401,16.37327095310013,1
22,65.65440250269896,14.147930323256917,1
23,66.78728470722014,109.54885053693931,8
23,61.74865689069687,111.75187974608478,8
23,61.09723492150313,109.02466647283039,8
23,47.952268087563915,107.08004375703325,8
23,48.606265496983184,105.79878028804303,8
23,45.269215127825504,110.88898213157303,8
23,43.696419271424645,108.87957803282906,8
